Trials	100000
Coin Expected Value 	 1.077150358046236 
Multiplier Expected Value 	 2.005086267078887 

Return	Coin	Multiplier	Scatter	Transform	Collect	SuperScatter	Starting Mirrors	End Mirrors
2.591735268597137	12	1	0	0	0	1	13	13
1.077150358046236	10	0	2	0	0	1	13	13
0.3231451074138708	3	0	1	0	0	0	4	4
9.503029318189501	11	4	0	0	0	0	11	11
10.366941074388548	12	4	1	1	0	0	8	13
0.2154300716092472	2	0	1	0	0	0	3	3
0.8639117561990457	4	1	0	0	0	0	4	4
9.503029318189501	11	4	2	0	0	1	14	14
0.43195587809952285	2	1	0	0	0	1	3	3
9.071073440089979	14	3	0	2	0	0	7	14
0.3231451074138708	3	0	0	0	0	0	3	3
1.2958676342985684	6	1	2	0	0	1	9	9
0.8617202864369888	8	0	0	0	0	1	9	9
1.7278235123980914	8	1	0	0	0	0	8	8
0.538575179023118	5	0	1	0	0	0	6	6
1.5118455733483298	7	1	1	0	0	0	8	8
0.538575179023118	5	0	0	0	0	0	6	6
3.887602902895705	6	3	2	0	0	0	8	8
2.807713207646898	13	1	2	0	0	1	16	16
0.6462902148277416	6	0	0	0	0	0	6	6
1.079889695248807	5	1	0	0	0	0	5	5
0.538575179023118	5	0	0	0	0	0	5	5
48.379058347146554	28	8	1	2	1	0	11	21
3.455647024796183	8	2	0	0	0	0	8	8
0.2154300716092472	2	0	1	0	0	0	3	3
0.4308601432184944	4	0	0	0	0	0	4	4
1.2958676342985684	6	1	2	0	0	0	8	8
3.455647024796183	8	2	0	0	0	0	8	8
41.03580841945467	38	5	2	2	1	0	15	21
4.751514659094751	11	2	2	0	0	1	14	14
1.1848653938508595	11	0	0	0	0	0	11	11
0.3231451074138708	3	0	0	0	0	0	3	3
0.4308601432184944	4	0	0	0	0	0	4	4
6.4793381714928415	15	2	0	1	0	1	14	16
6.047382293393319	14	2	0	0	0	0	14	14
0.7540052506323652	7	0	0	0	0	0	7	7
14.038566038234492	13	5	1	1	0	0	9	14
1.2958676342985684	6	1	1	0	0	0	7	7
1.2958676342985684	6	1	0	0	0	1	7	7
0.2154300716092472	2	0	1	0	0	1	4	4
0.538575179023118	5	0	0	0	0	0	5	5
0.7540052506323652	7	0	1	0	0	0	8	8
0.3231451074138708	3	0	0	0	0	0	3	3
8.639117561990457	10	4	1	1	0	0	5	11
2.3757573295473753	11	1	0	1	0	1	8	12
6.047382293393319	14	2	1	1	0	0	13	15
0.3231451074138708	3	0	0	0	0	0	3	3
8.639117561990457	20	2	0	0	0	0	20	20
0.3231451074138708	3	0	0	0	0	1	4	4
2.159779390497614	10	1	1	0	0	0	11	11
0.538575179023118	5	0	0	0	0	0	5	5
0.4308601432184944	4	0	0	0	0	1	5	5
15.55041161158282	18	4	2	1	0	1	17	21
1.079889695248807	5	1	1	0	0	0	6	6
3.0236911466966596	7	2	0	0	0	0	7	7
235.84790944233941	91	12	2	2	3	1	24	30
0.4308601432184944	4	0	1	0	0	0	5	5
4.319558780995228	10	2	1	0	0	1	12	12
0.3231451074138708	3	0	1	0	0	0	4	4
9.071073440089979	14	3	0	1	1	0	6	10
